//Generated by Sequoia v.0.1

#id,#GlobalStep,#Action,#Execute,#TestCase,#Timeout,#Comment,#ScriptDirectory,#ScriptName,#Parameters
C14,CleanSystem,ExecuteScript,TRUE,,10,,./,Purge.sh,

#id,#GlobalStep,#Action,#Execute,#TestCase,#Timeout,#Comment,#ScriptDirectory,#ScriptName,#Parameters
293,ResetTimeSchedules,ExecuteScript,TRUE,,10,,./,turn_off.sh,TS_REC_CAPTURE
4R7,ResetTimeSchedules,ExecuteScript,TRUE,,10,,./,turn_off.sh,TS_ENT_COMP
QSL,ResetTimeSchedules,ExecuteScript,TRUE,,10,,./,turn_off.sh,TS_ISS_PAY_REMIND_SECU
G7P,ResetTimeSchedules,ExecuteScript,TRUE,,10,,./,turn_off.sh,TS_ISS_PAY_RECEIPT_SECU
NA7,ResetTimeSchedules,ExecuteScript,TRUE,,10,,./,turn_off.sh,TS_INV_PAY_DIST_SECU
X44,ResetTimeSchedules,ExecuteScript,TRUE,,10,,./,turn_off.sh,SGSProcessing
70T,ResetTimeSchedules,ExecuteScript,TRUE,,10,,./,turn_off.sh,SGXNetting
LH2,ResetTimeSchedules,ExecuteScript,TRUE,,10,,./,turn_off.sh,SGXProcessing

#id,#GlobalStep,#Action,#Execute,#TestCase,#Timeout,#Comment,#Instr,#Prefix,#ISIN,#SettlCycle
Static,InitStatic,SetStatic,TRUE,,0,,INSTR_015,@{gen('ggg')},1000000,-3

#id,#GlobalStep,#Action,#Execute,#TestCase,#Timeout,#Comment,#Transaction ID,#Request Source,#Deposit Withdraw Type,#Transaction Category,#Transaction Sub Category,#Request Type,#Participant ID,#Requested Participant ID,#Securities_Account_ID,#Instrument_ID,#Transaction Quantity,#Remark,#Balance Expected Reversal Date,#Transferee Name,#Transferee_NRIC_Passport,#Transferee Address,#Transferee Contact Number,#Counterparty Account Name,#Counterparty Account Number,#Counterparty BIC Code,#Beneficial Owner,#Beneficial Owner Acc Number,#Beneficial Owner BIC,#Place Of Settlement,#Trade Date,#Settlement Date,#Declaration,#Matching Reference,#Deposit Withdraw Status,#Deposit Withdraw Sub Status,#Next Status,#Entering User ID,#Last Updated User,#CA Type,#Moratorium Deposit,#Batch ID
SDeposit,SubmitSecurityDeposit,SubmitSecurityDepositDB,TRUE,,10,,"100@{trimright(Static.Instr.substring(3),3)}",3,1,27,1234,2,,,555000021115,@{instrumentId(Static.Instr)},100000,TEST REMARK,"@{format(time(0),'dd-MM-yyyy')}",Name1,S1234567D,234,234,1324,124123,41234,1234,1234,23412,234,"@{format(time(0),'dd-MM-yyyy')}","@{format(time(0),'dd-MM-yyyy')}",341234,23412,8,0,0,WEBADMIN,WEBADMIN,0,0,3456

#id,#GlobalStep,#Action,#Execute,#TestCase,#Timeout,#Comment,#RequestSource,#DepositWithdrawType,#TransactionCategory,#TransactionSubCategory,#RequestType,#ParticipantID,#RequestedParticipantID,#Securities_Account_ID,#Instrument_ID,#TransactionQuantity,#Remark,#NameOnShareCertificate,#CertificateNumber,#CertificateQuantity,#BalanceExpectedReversalDate,#TransfereeName,#Transferee_NRIC_Passport,#TransfereeAddress,#TransfereeContactNumber,#CounterpartyAccountName,#CounterpartyAccountNumber,#CounterpartyBICCode,#BeneficialOwner,#BeneficialOwnerAccNumber,#BeneficialOwnerBIC,#PlaceOfSettlement,#TradeDate,#SettlementDate,#Declaration,#MatchingReference,#DepositWithdrawStatus,#NextStatus,#EnteringUserID,#LastUpdatedUser,#CAType,#ExternalRequestID,#Latest,#InternalReference
VDeposit,VerifySecurityDeposit,VerifySecurityDeposit,TRUE,,2000,,3,1,27,1234,2,,,@{SDeposit.Securities_Account_ID},@{instrumentId(Static.Instr)},@{SDeposit.Transaction_Quantity},TEST REMARK,,,,"@{format(time(0),'dd-MM-yyyy')}",Name1,@{SDeposit.Transferee_NRIC_Passport},234,234,1324,124123,41234,1234,1234,23412,234,"@{format(time(0),'dd-MM-yyyy')}","@{format(time(0),'dd-MM-yyyy')}",341234,23412,5,,,,0,@{SDeposit.External_Request_ID},,

#id,#GlobalStep,#Action,#Execute,#TestCase,#timeout,#Comment,#Depo Transfer Type,#Source_Security_Account_ID,#Participant ID,#Source Sec Balance Type,#Source Reference,#Destination_Security_Acc_ID,#Receiving Participant,#Desti Sec Balance Type,#Dest Reference,#Instrument_ID,#Transaction Quantity,#Transfer Reference,#Remark,#Entering User ID,#Depo Trans Status,#Pledge Request Source,#Pledge Request Initiator Type,#Request Initiator Side,#Batch ID,#Intended Transfer Date
S_ST_24,SubmitSecurityTransfer,SubmitSecurityTransferDB,TRUE,,100,,SGS Allocation Transfer,@{SDeposit.Securities_Account_ID},,0,,555000017720,,0,,@{instrumentId(Static.Instr)},1,,AAA,WEB,1,0,2,0,3456,"@{format(time(0),'yyyy/MM/dd')}"
S_ST_25,SubmitSecurityTransfer,SubmitSecurityTransferDB,TRUE,,100,,SGS Allocation Transfer,@{SDeposit.Securities_Account_ID},,0,,555000017720,,0,,@{instrumentId(Static.Instr)},1,,AAA,WEB,1,0,2,0,3456,"@{format(time(0),'yyyy/MM/dd')}"
S_ST_26,SubmitSecurityTransfer,SubmitSecurityTransferDB,TRUE,,100,,SGS Allocation Transfer,@{SDeposit.Securities_Account_ID},,0,,555000017720,,0,,@{instrumentId(Static.Instr)},1,,AAA,WEB,1,0,2,0,3456,"@{format(time(0),'yyyy/MM/dd')}"
S_ST_27,SubmitSecurityTransfer,SubmitSecurityTransferDB,TRUE,,100,,SGS Allocation Transfer,@{SDeposit.Securities_Account_ID},,0,,555000017720,,0,,@{instrumentId(Static.Instr)},1,,AAA,WEB,1,0,2,0,3456,"@{format(time(0),'yyyy/MM/dd')}"
S_ST_28,SubmitSecurityTransfer,SubmitSecurityTransferDB,TRUE,,100,,SGS Allocation Transfer,@{SDeposit.Securities_Account_ID},,0,,555000017720,,0,,@{instrumentId(Static.Instr)},1,,AAA,WEB,1,0,2,0,3456,"@{format(time(0),'yyyy/MM/dd')}"
S_ST_29,SubmitSecurityTransfer,SubmitSecurityTransferDB,TRUE,,100,,SGS Allocation Transfer,@{SDeposit.Securities_Account_ID},,0,,555000017720,,0,,@{instrumentId(Static.Instr)},1,,AAA,WEB,1,0,2,0,3456,"@{format(time(0),'yyyy/MM/dd')}"
S_ST_30,SubmitSecurityTransfer,SubmitSecurityTransferDB,TRUE,,100,,SGS Allocation Transfer,@{SDeposit.Securities_Account_ID},,0,,555000017720,,0,,@{instrumentId(Static.Instr)},1,,AAA,WEB,1,0,2,0,3456,"@{format(time(0),'yyyy/MM/dd')}"
S_ST_31,SubmitSecurityTransfer,SubmitSecurityTransferDB,TRUE,,100,,SGS Allocation Transfer,@{SDeposit.Securities_Account_ID},,0,,555000017720,,0,,@{instrumentId(Static.Instr)},1,,AAA,WEB,1,0,2,0,3456,"@{format(time(0),'yyyy/MM/dd')}"
S_ST_32,SubmitSecurityTransfer,SubmitSecurityTransferDB,TRUE,,100,,SGS Allocation Transfer,@{SDeposit.Securities_Account_ID},,0,,555000017720,,0,,@{instrumentId(Static.Instr)},1,,AAA,WEB,1,0,2,0,3456,"@{format(time(0),'yyyy/MM/dd')}"
S_ST_33,SubmitSecurityTransfer,SubmitSecurityTransferDB,TRUE,,100,,SGS Allocation Transfer,@{SDeposit.Securities_Account_ID},,0,,555000017720,,0,,@{instrumentId(Static.Instr)},1,,AAA,WEB,1,0,2,0,3456,"@{format(time(0),'yyyy/MM/dd')}"
S_ST_34,SubmitSecurityTransfer,SubmitSecurityTransferDB,TRUE,,100,,SGS Allocation Transfer,@{SDeposit.Securities_Account_ID},,0,,555000017720,,0,,@{instrumentId(Static.Instr)},1,,AAA,WEB,1,0,2,0,3456,"@{format(time(0),'yyyy/MM/dd')}"
S_ST_35,SubmitSecurityTransfer,SubmitSecurityTransferDB,TRUE,,100,,SGS Allocation Transfer,@{SDeposit.Securities_Account_ID},,0,,555000017720,,0,,@{instrumentId(Static.Instr)},1,,AAA,WEB,1,0,2,0,3456,"@{format(time(0),'yyyy/MM/dd')}"
S_ST_36,SubmitSecurityTransfer,SubmitSecurityTransferDB,TRUE,,100,,SGS Allocation Transfer,@{SDeposit.Securities_Account_ID},,0,,555000017720,,0,,@{instrumentId(Static.Instr)},1,,AAA,WEB,1,0,2,0,3456,"@{format(time(0),'yyyy/MM/dd')}"
S_ST_37,SubmitSecurityTransfer,SubmitSecurityTransferDB,TRUE,,100,,SGS Allocation Transfer,@{SDeposit.Securities_Account_ID},,0,,555000017720,,0,,@{instrumentId(Static.Instr)},1,,AAA,WEB,1,0,2,0,3456,"@{format(time(0),'yyyy/MM/dd')}"
S_ST_38,SubmitSecurityTransfer,SubmitSecurityTransferDB,TRUE,,100,,SGS Allocation Transfer,@{SDeposit.Securities_Account_ID},,0,,555000017720,,0,,@{instrumentId(Static.Instr)},1,,AAA,WEB,1,0,2,0,3456,"@{format(time(0),'yyyy/MM/dd')}"
S_ST_39,SubmitSecurityTransfer,SubmitSecurityTransferDB,TRUE,,100,,SGS Allocation Transfer,@{SDeposit.Securities_Account_ID},,0,,555000017720,,0,,@{instrumentId(Static.Instr)},1,,AAA,WEB,1,0,2,0,3456,"@{format(time(0),'yyyy/MM/dd')}"
S_ST_40,SubmitSecurityTransfer,SubmitSecurityTransferDB,TRUE,,100,,SGS Allocation Transfer,@{SDeposit.Securities_Account_ID},,0,,555000017720,,0,,@{instrumentId(Static.Instr)},1,,AAA,WEB,1,0,2,0,3456,"@{format(time(0),'yyyy/MM/dd')}"
S_ST_41,SubmitSecurityTransfer,SubmitSecurityTransferDB,TRUE,,100,,SGS Allocation Transfer,@{SDeposit.Securities_Account_ID},,0,,555000017720,,0,,@{instrumentId(Static.Instr)},1,,AAA,WEB,1,0,2,0,3456,"@{format(time(0),'yyyy/MM/dd')}"
S_ST_42,SubmitSecurityTransfer,SubmitSecurityTransferDB,TRUE,,100,,SGS Allocation Transfer,@{SDeposit.Securities_Account_ID},,0,,555000017720,,0,,@{instrumentId(Static.Instr)},1,,AAA,WEB,1,0,2,0,3456,"@{format(time(0),'yyyy/MM/dd')}"
S_ST_43,SubmitSecurityTransfer,SubmitSecurityTransferDB,TRUE,,100,,SGS Allocation Transfer,@{SDeposit.Securities_Account_ID},,0,,555000017720,,0,,@{instrumentId(Static.Instr)},1,,AAA,WEB,1,0,2,0,3456,"@{format(time(0),'yyyy/MM/dd')}"
S_ST_44,SubmitSecurityTransfer,SubmitSecurityTransferDB,TRUE,,100,,SGS Allocation Transfer,@{SDeposit.Securities_Account_ID},,0,,555000017720,,0,,@{instrumentId(Static.Instr)},1,,AAA,WEB,1,0,2,0,3456,"@{format(time(0),'yyyy/MM/dd')}"
S_ST_45,SubmitSecurityTransfer,SubmitSecurityTransferDB,TRUE,,100,,SGS Allocation Transfer,@{SDeposit.Securities_Account_ID},,0,,555000017720,,0,,@{instrumentId(Static.Instr)},1,,AAA,WEB,1,0,2,0,3456,"@{format(time(0),'yyyy/MM/dd')}"
S_ST_46,SubmitSecurityTransfer,SubmitSecurityTransferDB,TRUE,,100,,SGS Allocation Transfer,@{SDeposit.Securities_Account_ID},,0,,555000017720,,0,,@{instrumentId(Static.Instr)},1,,AAA,WEB,1,0,2,0,3456,"@{format(time(0),'yyyy/MM/dd')}"
S_ST_47,SubmitSecurityTransfer,SubmitSecurityTransferDB,TRUE,,100,,SGS Allocation Transfer,@{SDeposit.Securities_Account_ID},,0,,555000017720,,0,,@{instrumentId(Static.Instr)},1,,AAA,WEB,1,0,2,0,3456,"@{format(time(0),'yyyy/MM/dd')}"
S_ST_48,SubmitSecurityTransfer,SubmitSecurityTransferDB,TRUE,,100,,SGS Allocation Transfer,@{SDeposit.Securities_Account_ID},,0,,555000017720,,0,,@{instrumentId(Static.Instr)},1,,AAA,WEB,1,0,2,0,3456,"@{format(time(0),'yyyy/MM/dd')}"
S_ST_49,SubmitSecurityTransfer,SubmitSecurityTransferDB,TRUE,,100,,SGS Allocation Transfer,@{SDeposit.Securities_Account_ID},,0,,555000017720,,0,,@{instrumentId(Static.Instr)},1,,AAA,WEB,1,0,2,0,3456,"@{format(time(0),'yyyy/MM/dd')}"
S_ST_50,SubmitSecurityTransfer,SubmitSecurityTransferDB,TRUE,,100,,SGS Allocation Transfer,@{SDeposit.Securities_Account_ID},,0,,555000017720,,0,,@{instrumentId(Static.Instr)},1,,AAA,WEB,1,0,2,0,3456,"@{format(time(0),'yyyy/MM/dd')}"
S_ST_51,SubmitSecurityTransfer,SubmitSecurityTransferDB,TRUE,,100,,SGS Allocation Transfer,@{SDeposit.Securities_Account_ID},,0,,555000017720,,0,,@{instrumentId(Static.Instr)},1,,AAA,WEB,1,0,2,0,3456,"@{format(time(0),'yyyy/MM/dd')}"
S_ST_52,SubmitSecurityTransfer,SubmitSecurityTransferDB,TRUE,,100,,SGS Allocation Transfer,@{SDeposit.Securities_Account_ID},,0,,555000017720,,0,,@{instrumentId(Static.Instr)},1,,AAA,WEB,1,0,2,0,3456,"@{format(time(0),'yyyy/MM/dd')}"
S_ST_53,SubmitSecurityTransfer,SubmitSecurityTransferDB,TRUE,,100,,SGS Allocation Transfer,@{SDeposit.Securities_Account_ID},,0,,555000017720,,0,,@{instrumentId(Static.Instr)},1,,AAA,WEB,1,0,2,0,3456,"@{format(time(0),'yyyy/MM/dd')}"
S_ST_54,SubmitSecurityTransfer,SubmitSecurityTransferDB,TRUE,,100,,SGS Allocation Transfer,@{SDeposit.Securities_Account_ID},,0,,555000017720,,0,,@{instrumentId(Static.Instr)},1,,AAA,WEB,1,0,2,0,3456,"@{format(time(0),'yyyy/MM/dd')}"
S_ST_55,SubmitSecurityTransfer,SubmitSecurityTransferDB,TRUE,,100,,SGS Allocation Transfer,@{SDeposit.Securities_Account_ID},,0,,555000017720,,0,,@{instrumentId(Static.Instr)},1,,AAA,WEB,1,0,2,0,3456,"@{format(time(0),'yyyy/MM/dd')}"
S_ST_56,SubmitSecurityTransfer,SubmitSecurityTransferDB,TRUE,,100,,SGS Allocation Transfer,@{SDeposit.Securities_Account_ID},,0,,555000017720,,0,,@{instrumentId(Static.Instr)},1,,AAA,WEB,1,0,2,0,3456,"@{format(time(0),'yyyy/MM/dd')}"
S_ST_57,SubmitSecurityTransfer,SubmitSecurityTransferDB,TRUE,,100,,SGS Allocation Transfer,@{SDeposit.Securities_Account_ID},,0,,555000017720,,0,,@{instrumentId(Static.Instr)},1,,AAA,WEB,1,0,2,0,3456,"@{format(time(0),'yyyy/MM/dd')}"
S_ST_58,SubmitSecurityTransfer,SubmitSecurityTransferDB,TRUE,,100,,SGS Allocation Transfer,@{SDeposit.Securities_Account_ID},,0,,555000017720,,0,,@{instrumentId(Static.Instr)},1,,AAA,WEB,1,0,2,0,3456,"@{format(time(0),'yyyy/MM/dd')}"
S_ST_59,SubmitSecurityTransfer,SubmitSecurityTransferDB,TRUE,,100,,SGS Allocation Transfer,@{SDeposit.Securities_Account_ID},,0,,555000017720,,0,,@{instrumentId(Static.Instr)},1,,AAA,WEB,1,0,2,0,3456,"@{format(time(0),'yyyy/MM/dd')}"
S_ST_60,SubmitSecurityTransfer,SubmitSecurityTransferDB,TRUE,,100,,SGS Allocation Transfer,@{SDeposit.Securities_Account_ID},,0,,555000017720,,0,,@{instrumentId(Static.Instr)},1,,AAA,WEB,1,0,2,0,3456,"@{format(time(0),'yyyy/MM/dd')}"
S_ST_61,SubmitSecurityTransfer,SubmitSecurityTransferDB,TRUE,,100,,SGS Allocation Transfer,@{SDeposit.Securities_Account_ID},,0,,555000017720,,0,,@{instrumentId(Static.Instr)},1,,AAA,WEB,1,0,2,0,3456,"@{format(time(0),'yyyy/MM/dd')}"
S_ST_62,SubmitSecurityTransfer,SubmitSecurityTransferDB,TRUE,,100,,SGS Allocation Transfer,@{SDeposit.Securities_Account_ID},,0,,555000017720,,0,,@{instrumentId(Static.Instr)},1,,AAA,WEB,1,0,2,0,3456,"@{format(time(0),'yyyy/MM/dd')}"
S_ST_63,SubmitSecurityTransfer,SubmitSecurityTransferDB,TRUE,,100,,SGS Allocation Transfer,@{SDeposit.Securities_Account_ID},,0,,555000017720,,0,,@{instrumentId(Static.Instr)},1,,AAA,WEB,1,0,2,0,3456,"@{format(time(0),'yyyy/MM/dd')}"
S_ST_64,SubmitSecurityTransfer,SubmitSecurityTransferDB,TRUE,,100,,SGS Allocation Transfer,@{SDeposit.Securities_Account_ID},,0,,555000017720,,0,,@{instrumentId(Static.Instr)},1,,AAA,WEB,1,0,2,0,3456,"@{format(time(0),'yyyy/MM/dd')}"
