//Generated by Sequoia v.0.1

#id,#GlobalStep,#Action,#Execute,#TestCase,#Timeout,#Comment,#ScriptDirectory,#ScriptName,#Parameters
C14,CleanSystem,ExecuteScript,TRUE,,10,,./,Purge.sh,

#id,#GlobalStep,#Action,#Execute,#TestCase,#Timeout,#Comment,#ScriptDirectory,#ScriptName,#Parameters
293,ResetTimeSchedules,ExecuteScript,TRUE,,10,,./,turn_off.sh,TS_REC_CAPTURE
4R7,ResetTimeSchedules,ExecuteScript,TRUE,,10,,./,turn_off.sh,TS_ENT_COMP
QSL,ResetTimeSchedules,ExecuteScript,TRUE,,10,,./,turn_off.sh,TS_ISS_PAY_REMIND_SECU
G7P,ResetTimeSchedules,ExecuteScript,TRUE,,10,,./,turn_off.sh,TS_ISS_PAY_RECEIPT_SECU
NA7,ResetTimeSchedules,ExecuteScript,TRUE,,10,,./,turn_off.sh,TS_INV_PAY_DIST_SECU

#id,#GlobalStep,#Action,#Execute,#TestCase,#Timeout,#Comment,#Instr
Static,InitStatic,SetStatic,TRUE,,0,,INSTR_015

#id,#GlobalStep,#Action,#Execute,#TestCase,#Timeout,#Comment,#SecurityAccountID,#InstrumentID,#BalanceType,#BalanceSubType,#Balance,#ValuationPrice,#Category,#Currency,#Reference
CRT_SEC_21,CreateSecurityBalances,AddSecurityPosition,TRUE,,100,,@{securityAccountId('555000017401')},@{instrumentId(Static.Instr)},0,,4000,,,,21
CRT_SEC_22,CreateSecurityBalances,AddSecurityPosition,TRUE,,100,,@{securityAccountId('555000017401')},@{instrumentId(Static.Instr)},0,,4000,,,,22
CRT_SEC_23,CreateSecurityBalances,AddSecurityPosition,TRUE,,100,,@{securityAccountId('555000017401')},@{instrumentId(Static.Instr)},0,,4000,,,,23
CRT_SEC_24,CreateSecurityBalances,AddSecurityPosition,TRUE,,100,,@{securityAccountId('555000017401')},@{instrumentId(Static.Instr)},0,,4000,,,,24
CRT_SEC_25,CreateSecurityBalances,AddSecurityPosition,TRUE,,100,,@{securityAccountId('555000017401')},@{instrumentId(Static.Instr)},0,,4000,,,,25
CRT_SEC_26,CreateSecurityBalances,AddSecurityPosition,TRUE,,100,,@{securityAccountId('555000017401')},@{instrumentId(Static.Instr)},0,,4000,,,,26
CRT_SEC_27,CreateSecurityBalances,AddSecurityPosition,TRUE,,100,,@{securityAccountId('555000017401')},@{instrumentId(Static.Instr)},0,,4000,,,,27
CRT_SEC_28,CreateSecurityBalances,AddSecurityPosition,TRUE,,100,,@{securityAccountId('555000017401')},@{instrumentId(Static.Instr)},0,,4000,,,,28
CRT_SEC_29,CreateSecurityBalances,AddSecurityPosition,TRUE,,100,,@{securityAccountId('555000017401')},@{instrumentId(Static.Instr)},0,,4000,,,,29
CRT_SEC_30,CreateSecurityBalances,AddSecurityPosition,TRUE,,100,,@{securityAccountId('555000017401')},@{instrumentId(Static.Instr)},0,,4000,,,,30
CRT_SEC_31,CreateSecurityBalances,AddSecurityPosition,TRUE,,100,,@{securityAccountId('555000017401')},@{instrumentId(Static.Instr)},0,,4000,,,,31
CRT_SEC_32,CreateSecurityBalances,AddSecurityPosition,TRUE,,100,,@{securityAccountId('555000017401')},@{instrumentId(Static.Instr)},0,,4000,,,,32
CRT_SEC_33,CreateSecurityBalances,AddSecurityPosition,TRUE,,100,,@{securityAccountId('555000017401')},@{instrumentId(Static.Instr)},0,,4000,,,,33
CRT_SEC_34,CreateSecurityBalances,AddSecurityPosition,TRUE,,100,,@{securityAccountId('555000017401')},@{instrumentId(Static.Instr)},0,,4000,,,,34
CRT_SEC_35,CreateSecurityBalances,AddSecurityPosition,TRUE,,100,,@{securityAccountId('555000017401')},@{instrumentId(Static.Instr)},0,,4000,,,,35
CRT_SEC_36,CreateSecurityBalances,AddSecurityPosition,TRUE,,100,,@{securityAccountId('555000017401')},@{instrumentId(Static.Instr)},0,,4000,,,,36
CRT_SEC_37,CreateSecurityBalances,AddSecurityPosition,TRUE,,100,,@{securityAccountId('555000017401')},@{instrumentId(Static.Instr)},0,,4000,,,,37
CRT_SEC_38,CreateSecurityBalances,AddSecurityPosition,TRUE,,100,,@{securityAccountId('555000017401')},@{instrumentId(Static.Instr)},0,,4000,,,,38
CRT_SEC_39,CreateSecurityBalances,AddSecurityPosition,TRUE,,100,,@{securityAccountId('555000017401')},@{instrumentId(Static.Instr)},0,,4000,,,,39
CRT_SEC_40,CreateSecurityBalances,AddSecurityPosition,TRUE,,100,,@{securityAccountId('555000017401')},@{instrumentId(Static.Instr)},0,,4000,,,,40
CRT_SEC_41,CreateSecurityBalances,AddSecurityPosition,TRUE,,100,,@{securityAccountId('555000017401')},@{instrumentId(Static.Instr)},0,,4000,,,,41
CRT_SEC_42,CreateSecurityBalances,AddSecurityPosition,TRUE,,100,,@{securityAccountId('555000017401')},@{instrumentId(Static.Instr)},0,,4000,,,,42
CRT_SEC_43,CreateSecurityBalances,AddSecurityPosition,TRUE,,100,,@{securityAccountId('555000017401')},@{instrumentId(Static.Instr)},0,,4000,,,,43
CRT_SEC_44,CreateSecurityBalances,AddSecurityPosition,TRUE,,100,,@{securityAccountId('555000017401')},@{instrumentId(Static.Instr)},0,,4000,,,,44
CRT_SEC_45,CreateSecurityBalances,AddSecurityPosition,TRUE,,100,,@{securityAccountId('555000017401')},@{instrumentId(Static.Instr)},0,,4000,,,,45
CRT_SEC_46,CreateSecurityBalances,AddSecurityPosition,TRUE,,100,,@{securityAccountId('555000017401')},@{instrumentId(Static.Instr)},0,,4000,,,,46
CRT_SEC_47,CreateSecurityBalances,AddSecurityPosition,TRUE,,100,,@{securityAccountId('555000017401')},@{instrumentId(Static.Instr)},0,,4000,,,,47
CRT_SEC_48,CreateSecurityBalances,AddSecurityPosition,TRUE,,100,,@{securityAccountId('555000017401')},@{instrumentId(Static.Instr)},0,,4000,,,,48
CRT_SEC_49,CreateSecurityBalances,AddSecurityPosition,TRUE,,100,,@{securityAccountId('555000017401')},@{instrumentId(Static.Instr)},0,,4000,,,,49
CRT_SEC_50,CreateSecurityBalances,AddSecurityPosition,TRUE,,100,,@{securityAccountId('555000017401')},@{instrumentId(Static.Instr)},0,,4000,,,,50
CRT_SEC_51,CreateSecurityBalances,AddSecurityPosition,TRUE,,100,,@{securityAccountId('555000017401')},@{instrumentId(Static.Instr)},0,,4000,,,,51
CRT_SEC_52,CreateSecurityBalances,AddSecurityPosition,TRUE,,100,,@{securityAccountId('555000017401')},@{instrumentId(Static.Instr)},0,,4000,,,,52
CRT_SEC_53,CreateSecurityBalances,AddSecurityPosition,TRUE,,100,,@{securityAccountId('555000017401')},@{instrumentId(Static.Instr)},0,,4000,,,,53
CRT_SEC_54,CreateSecurityBalances,AddSecurityPosition,TRUE,,100,,@{securityAccountId('555000017401')},@{instrumentId(Static.Instr)},0,,4000,,,,54
CRT_SEC_55,CreateSecurityBalances,AddSecurityPosition,TRUE,,100,,@{securityAccountId('555000017401')},@{instrumentId(Static.Instr)},0,,4000,,,,55
CRT_SEC_56,CreateSecurityBalances,AddSecurityPosition,TRUE,,100,,@{securityAccountId('555000017401')},@{instrumentId(Static.Instr)},0,,4000,,,,56
CRT_SEC_57,CreateSecurityBalances,AddSecurityPosition,TRUE,,100,,@{securityAccountId('555000017401')},@{instrumentId(Static.Instr)},0,,4000,,,,57
CRT_SEC_58,CreateSecurityBalances,AddSecurityPosition,TRUE,,100,,@{securityAccountId('555000017401')},@{instrumentId(Static.Instr)},0,,4000,,,,58
CRT_SEC_59,CreateSecurityBalances,AddSecurityPosition,TRUE,,100,,@{securityAccountId('555000017401')},@{instrumentId(Static.Instr)},0,,4000,,,,59
CRT_SEC_60,CreateSecurityBalances,AddSecurityPosition,TRUE,,100,,@{securityAccountId('555000017401')},@{instrumentId(Static.Instr)},0,,4000,,,,60
CRT_SEC_61,CreateSecurityBalances,AddSecurityPosition,TRUE,,100,,@{securityAccountId('555000017401')},@{instrumentId(Static.Instr)},0,,4000,,,,61
CRT_SEC_62,CreateSecurityBalances,AddSecurityPosition,TRUE,,100,,@{securityAccountId('555000017401')},@{instrumentId(Static.Instr)},0,,4000,,,,62
CRT_SEC_63,CreateSecurityBalances,AddSecurityPosition,TRUE,,100,,@{securityAccountId('555000017401')},@{instrumentId(Static.Instr)},0,,4000,,,,63
CRT_SEC_64,CreateSecurityBalances,AddSecurityPosition,TRUE,,100,,@{securityAccountId('555000017401')},@{instrumentId(Static.Instr)},0,,4000,,,,64
CRT_SEC_65,CreateSecurityBalances,AddSecurityPosition,TRUE,,100,,@{securityAccountId('555000017401')},@{instrumentId(Static.Instr)},0,,4000,,,,65
CRT_SEC_66,CreateSecurityBalances,AddSecurityPosition,TRUE,,100,,@{securityAccountId('555000017401')},@{instrumentId(Static.Instr)},0,,4000,,,,66
CRT_SEC_67,CreateSecurityBalances,AddSecurityPosition,TRUE,,100,,@{securityAccountId('555000017401')},@{instrumentId(Static.Instr)},0,,4000,,,,67
CRT_SEC_68,CreateSecurityBalances,AddSecurityPosition,TRUE,,100,,@{securityAccountId('555000017401')},@{instrumentId(Static.Instr)},0,,4000,,,,68
CRT_SEC_69,CreateSecurityBalances,AddSecurityPosition,TRUE,,100,,@{securityAccountId('555000017401')},@{instrumentId(Static.Instr)},0,,4000,,,,69
CRT_SEC_70,CreateSecurityBalances,AddSecurityPosition,TRUE,,100,,@{securityAccountId('555000017401')},@{instrumentId(Static.Instr)},0,,4000,,,,70
CRT_SEC_71,CreateSecurityBalances,AddSecurityPosition,TRUE,,100,,@{securityAccountId('555000017401')},@{instrumentId(Static.Instr)},0,,4000,,,,71
CRT_SEC_72,CreateSecurityBalances,AddSecurityPosition,TRUE,,100,,@{securityAccountId('555000017401')},@{instrumentId(Static.Instr)},0,,4000,,,,72
CRT_SEC_73,CreateSecurityBalances,AddSecurityPosition,TRUE,,100,,@{securityAccountId('555000017401')},@{instrumentId(Static.Instr)},0,,4000,,,,73
CRT_SEC_74,CreateSecurityBalances,AddSecurityPosition,TRUE,,100,,@{securityAccountId('555000017401')},@{instrumentId(Static.Instr)},0,,4000,,,,74
CRT_SEC_75,CreateSecurityBalances,AddSecurityPosition,TRUE,,100,,@{securityAccountId('555000017401')},@{instrumentId(Static.Instr)},0,,4000,,,,75
CRT_SEC_76,CreateSecurityBalances,AddSecurityPosition,TRUE,,100,,@{securityAccountId('555000017401')},@{instrumentId(Static.Instr)},0,,4000,,,,76
CRT_SEC_77,CreateSecurityBalances,AddSecurityPosition,TRUE,,100,,@{securityAccountId('555000017401')},@{instrumentId(Static.Instr)},0,,4000,,,,77
CRT_SEC_78,CreateSecurityBalances,AddSecurityPosition,TRUE,,100,,@{securityAccountId('555000017401')},@{instrumentId(Static.Instr)},0,,4000,,,,78
CRT_SEC_79,CreateSecurityBalances,AddSecurityPosition,TRUE,,100,,@{securityAccountId('555000017401')},@{instrumentId(Static.Instr)},0,,4000,,,,79
CRT_SEC_80,CreateSecurityBalances,AddSecurityPosition,TRUE,,100,,@{securityAccountId('555000017401')},@{instrumentId(Static.Instr)},0,,4000,,,,80
CRT_SEC_81,CreateSecurityBalances,AddSecurityPosition,TRUE,,100,,@{securityAccountId('555000017401')},@{instrumentId(Static.Instr)},0,,4000,,,,81
CRT_SEC_82,CreateSecurityBalances,AddSecurityPosition,TRUE,,100,,@{securityAccountId('555000017401')},@{instrumentId(Static.Instr)},0,,4000,,,,82
CRT_SEC_83,CreateSecurityBalances,AddSecurityPosition,TRUE,,100,,@{securityAccountId('555000017401')},@{instrumentId(Static.Instr)},0,,4000,,,,83
CRT_SEC_84,CreateSecurityBalances,AddSecurityPosition,TRUE,,100,,@{securityAccountId('555000017401')},@{instrumentId(Static.Instr)},0,,4000,,,,84
CRT_SEC_85,CreateSecurityBalances,AddSecurityPosition,TRUE,,100,,@{securityAccountId('555000017401')},@{instrumentId(Static.Instr)},0,,4000,,,,85
CRT_SEC_86,CreateSecurityBalances,AddSecurityPosition,TRUE,,100,,@{securityAccountId('555000017401')},@{instrumentId(Static.Instr)},0,,4000,,,,86
CRT_SEC_87,CreateSecurityBalances,AddSecurityPosition,TRUE,,100,,@{securityAccountId('555000017401')},@{instrumentId(Static.Instr)},0,,4000,,,,87
CRT_SEC_88,CreateSecurityBalances,AddSecurityPosition,TRUE,,100,,@{securityAccountId('555000017401')},@{instrumentId(Static.Instr)},0,,4000,,,,88
CRT_SEC_89,CreateSecurityBalances,AddSecurityPosition,TRUE,,100,,@{securityAccountId('555000017401')},@{instrumentId(Static.Instr)},0,,4000,,,,89
CRT_SEC_90,CreateSecurityBalances,AddSecurityPosition,TRUE,,100,,@{securityAccountId('555000017401')},@{instrumentId(Static.Instr)},0,,4000,,,,90
CRT_SEC_91,CreateSecurityBalances,AddSecurityPosition,TRUE,,100,,@{securityAccountId('555000017401')},@{instrumentId(Static.Instr)},0,,4000,,,,91
CRT_SEC_92,CreateSecurityBalances,AddSecurityPosition,TRUE,,100,,@{securityAccountId('555000017401')},@{instrumentId(Static.Instr)},0,,4000,,,,92
CRT_SEC_93,CreateSecurityBalances,AddSecurityPosition,TRUE,,100,,@{securityAccountId('555000017401')},@{instrumentId(Static.Instr)},0,,4000,,,,93
CRT_SEC_94,CreateSecurityBalances,AddSecurityPosition,TRUE,,100,,@{securityAccountId('555000017401')},@{instrumentId(Static.Instr)},0,,4000,,,,94
CRT_SEC_95,CreateSecurityBalances,AddSecurityPosition,TRUE,,100,,@{securityAccountId('555000017401')},@{instrumentId(Static.Instr)},0,,4000,,,,95
CRT_SEC_96,CreateSecurityBalances,AddSecurityPosition,TRUE,,100,,@{securityAccountId('555000017401')},@{instrumentId(Static.Instr)},0,,4000,,,,96
CRT_SEC_97,CreateSecurityBalances,AddSecurityPosition,TRUE,,100,,@{securityAccountId('555000017401')},@{instrumentId(Static.Instr)},0,,4000,,,,97
CRT_SEC_98,CreateSecurityBalances,AddSecurityPosition,TRUE,,100,,@{securityAccountId('555000017401')},@{instrumentId(Static.Instr)},0,,4000,,,,98
CRT_SEC_99,CreateSecurityBalances,AddSecurityPosition,TRUE,,100,,@{securityAccountId('555000017401')},@{instrumentId(Static.Instr)},0,,4000,,,,99
CRT_SEC_100,CreateSecurityBalances,AddSecurityPosition,TRUE,,100,,@{securityAccountId('555000017401')},@{instrumentId(Static.Instr)},0,,4000,,,,100
CRT_SEC_101,CreateSecurityBalances,AddSecurityPosition,TRUE,,100,,@{securityAccountId('555000017401')},@{instrumentId(Static.Instr)},0,,4000,,,,101
CRT_SEC_102,CreateSecurityBalances,AddSecurityPosition,TRUE,,100,,@{securityAccountId('555000017401')},@{instrumentId(Static.Instr)},0,,4000,,,,102
CRT_SEC_103,CreateSecurityBalances,AddSecurityPosition,TRUE,,100,,@{securityAccountId('555000017401')},@{instrumentId(Static.Instr)},0,,4000,,,,103
CRT_SEC_104,CreateSecurityBalances,AddSecurityPosition,TRUE,,100,,@{securityAccountId('555000017401')},@{instrumentId(Static.Instr)},0,,4000,,,,104
CRT_SEC_105,CreateSecurityBalances,AddSecurityPosition,TRUE,,100,,@{securityAccountId('555000017401')},@{instrumentId(Static.Instr)},0,,4000,,,,105
CRT_SEC_106,CreateSecurityBalances,AddSecurityPosition,TRUE,,100,,@{securityAccountId('555000017401')},@{instrumentId(Static.Instr)},0,,4000,,,,106
CRT_SEC_107,CreateSecurityBalances,AddSecurityPosition,TRUE,,100,,@{securityAccountId('555000017401')},@{instrumentId(Static.Instr)},0,,4000,,,,107
CRT_SEC_108,CreateSecurityBalances,AddSecurityPosition,TRUE,,100,,@{securityAccountId('555000017401')},@{instrumentId(Static.Instr)},0,,4000,,,,108
CRT_SEC_109,CreateSecurityBalances,AddSecurityPosition,TRUE,,100,,@{securityAccountId('555000017401')},@{instrumentId(Static.Instr)},0,,4000,,,,109
CRT_SEC_110,CreateSecurityBalances,AddSecurityPosition,TRUE,,100,,@{securityAccountId('555000017401')},@{instrumentId(Static.Instr)},0,,4000,,,,110
CRT_SEC_111,CreateSecurityBalances,AddSecurityPosition,TRUE,,100,,@{securityAccountId('555000017401')},@{instrumentId(Static.Instr)},0,,4000,,,,111
CRT_SEC_112,CreateSecurityBalances,AddSecurityPosition,TRUE,,100,,@{securityAccountId('555000017401')},@{instrumentId(Static.Instr)},0,,4000,,,,112
CRT_SEC_113,CreateSecurityBalances,AddSecurityPosition,TRUE,,100,,@{securityAccountId('555000017401')},@{instrumentId(Static.Instr)},0,,4000,,,,113
CRT_SEC_114,CreateSecurityBalances,AddSecurityPosition,TRUE,,100,,@{securityAccountId('555000017401')},@{instrumentId(Static.Instr)},0,,4000,,,,114
CRT_SEC_115,CreateSecurityBalances,AddSecurityPosition,TRUE,,100,,@{securityAccountId('555000017401')},@{instrumentId(Static.Instr)},0,,4000,,,,115
CRT_SEC_116,CreateSecurityBalances,AddSecurityPosition,TRUE,,100,,@{securityAccountId('555000017401')},@{instrumentId(Static.Instr)},0,,4000,,,,116
CRT_SEC_117,CreateSecurityBalances,AddSecurityPosition,TRUE,,100,,@{securityAccountId('555000017401')},@{instrumentId(Static.Instr)},0,,4000,,,,117
CRT_SEC_118,CreateSecurityBalances,AddSecurityPosition,TRUE,,100,,@{securityAccountId('555000017401')},@{instrumentId(Static.Instr)},0,,4000,,,,118
CRT_SEC_119,CreateSecurityBalances,AddSecurityPosition,TRUE,,100,,@{securityAccountId('555000017401')},@{instrumentId(Static.Instr)},0,,4000,,,,119
CRT_SEC_120,CreateSecurityBalances,AddSecurityPosition,TRUE,,100,,@{securityAccountId('555000017401')},@{instrumentId(Static.Instr)},0,,4000,,,,120
CRT_SEC_121,CreateSecurityBalances,AddSecurityPosition,TRUE,,100,,@{securityAccountId('555000017401')},@{instrumentId(Static.Instr)},0,,4000,,,,121
CRT_SEC_122,CreateSecurityBalances,AddSecurityPosition,TRUE,,100,,@{securityAccountId('555000017401')},@{instrumentId(Static.Instr)},0,,4000,,,,122
CRT_SEC_123,CreateSecurityBalances,AddSecurityPosition,TRUE,,100,,@{securityAccountId('555000017401')},@{instrumentId(Static.Instr)},0,,4000,,,,123
CRT_SEC_124,CreateSecurityBalances,AddSecurityPosition,TRUE,,100,,@{securityAccountId('555000017401')},@{instrumentId(Static.Instr)},0,,4000,,,,124
CRT_SEC_125,CreateSecurityBalances,AddSecurityPosition,TRUE,,100,,@{securityAccountId('555000017401')},@{instrumentId(Static.Instr)},0,,4000,,,,125
CRT_SEC_126,CreateSecurityBalances,AddSecurityPosition,TRUE,,100,,@{securityAccountId('555000017401')},@{instrumentId(Static.Instr)},0,,4000,,,,126
CRT_SEC_127,CreateSecurityBalances,AddSecurityPosition,TRUE,,100,,@{securityAccountId('555000017401')},@{instrumentId(Static.Instr)},0,,4000,,,,127
CRT_SEC_128,CreateSecurityBalances,AddSecurityPosition,TRUE,,100,,@{securityAccountId('555000017401')},@{instrumentId(Static.Instr)},0,,4000,,,,128
CRT_SEC_129,CreateSecurityBalances,AddSecurityPosition,TRUE,,100,,@{securityAccountId('555000017401')},@{instrumentId(Static.Instr)},0,,4000,,,,129
CRT_SEC_130,CreateSecurityBalances,AddSecurityPosition,TRUE,,100,,@{securityAccountId('555000017401')},@{instrumentId(Static.Instr)},0,,4000,,,,130
CRT_SEC_131,CreateSecurityBalances,AddSecurityPosition,TRUE,,100,,@{securityAccountId('555000017401')},@{instrumentId(Static.Instr)},0,,4000,,,,131
CRT_SEC_132,CreateSecurityBalances,AddSecurityPosition,TRUE,,100,,@{securityAccountId('555000017401')},@{instrumentId(Static.Instr)},0,,4000,,,,132
CRT_SEC_133,CreateSecurityBalances,AddSecurityPosition,TRUE,,100,,@{securityAccountId('555000017401')},@{instrumentId(Static.Instr)},0,,4000,,,,133
CRT_SEC_134,CreateSecurityBalances,AddSecurityPosition,TRUE,,100,,@{securityAccountId('555000017401')},@{instrumentId(Static.Instr)},0,,4000,,,,134
CRT_SEC_135,CreateSecurityBalances,AddSecurityPosition,TRUE,,100,,@{securityAccountId('555000017401')},@{instrumentId(Static.Instr)},0,,4000,,,,135
CRT_SEC_136,CreateSecurityBalances,AddSecurityPosition,TRUE,,100,,@{securityAccountId('555000017401')},@{instrumentId(Static.Instr)},0,,4000,,,,136
CRT_SEC_137,CreateSecurityBalances,AddSecurityPosition,TRUE,,100,,@{securityAccountId('555000017401')},@{instrumentId(Static.Instr)},0,,4000,,,,137
CRT_SEC_138,CreateSecurityBalances,AddSecurityPosition,TRUE,,100,,@{securityAccountId('555000017401')},@{instrumentId(Static.Instr)},0,,4000,,,,138
CRT_SEC_139,CreateSecurityBalances,AddSecurityPosition,TRUE,,100,,@{securityAccountId('555000017401')},@{instrumentId(Static.Instr)},0,,4000,,,,139
CRT_SEC_140,CreateSecurityBalances,AddSecurityPosition,TRUE,,100,,@{securityAccountId('555000017401')},@{instrumentId(Static.Instr)},0,,4000,,,,140
CRT_SEC_141,CreateSecurityBalances,AddSecurityPosition,TRUE,,100,,@{securityAccountId('555000017401')},@{instrumentId(Static.Instr)},0,,4000,,,,141
CRT_SEC_142,CreateSecurityBalances,AddSecurityPosition,TRUE,,100,,@{securityAccountId('555000017401')},@{instrumentId(Static.Instr)},0,,4000,,,,142
CRT_SEC_143,CreateSecurityBalances,AddSecurityPosition,TRUE,,100,,@{securityAccountId('555000017401')},@{instrumentId(Static.Instr)},0,,4000,,,,143
CRT_SEC_144,CreateSecurityBalances,AddSecurityPosition,TRUE,,100,,@{securityAccountId('555000017401')},@{instrumentId(Static.Instr)},0,,4000,,,,144
CRT_SEC_145,CreateSecurityBalances,AddSecurityPosition,TRUE,,100,,@{securityAccountId('555000017401')},@{instrumentId(Static.Instr)},0,,4000,,,,145
CRT_SEC_146,CreateSecurityBalances,AddSecurityPosition,TRUE,,100,,@{securityAccountId('555000017401')},@{instrumentId(Static.Instr)},0,,4000,,,,146
CRT_SEC_147,CreateSecurityBalances,AddSecurityPosition,TRUE,,100,,@{securityAccountId('555000017401')},@{instrumentId(Static.Instr)},0,,4000,,,,147
CRT_SEC_148,CreateSecurityBalances,AddSecurityPosition,TRUE,,100,,@{securityAccountId('555000017401')},@{instrumentId(Static.Instr)},0,,4000,,,,148
CRT_SEC_149,CreateSecurityBalances,AddSecurityPosition,TRUE,,100,,@{securityAccountId('555000017401')},@{instrumentId(Static.Instr)},0,,4000,,,,149
CRT_SEC_150,CreateSecurityBalances,AddSecurityPosition,TRUE,,100,,@{securityAccountId('555000017401')},@{instrumentId(Static.Instr)},0,,4000,,,,150
CRT_SEC_151,CreateSecurityBalances,AddSecurityPosition,TRUE,,100,,@{securityAccountId('555000017401')},@{instrumentId(Static.Instr)},0,,4000,,,,151
CRT_SEC_152,CreateSecurityBalances,AddSecurityPosition,TRUE,,100,,@{securityAccountId('555000017401')},@{instrumentId(Static.Instr)},0,,4000,,,,152
CRT_SEC_153,CreateSecurityBalances,AddSecurityPosition,TRUE,,100,,@{securityAccountId('555000017401')},@{instrumentId(Static.Instr)},0,,4000,,,,153
CRT_SEC_154,CreateSecurityBalances,AddSecurityPosition,TRUE,,100,,@{securityAccountId('555000017401')},@{instrumentId(Static.Instr)},0,,4000,,,,154
CRT_SEC_155,CreateSecurityBalances,AddSecurityPosition,TRUE,,100,,@{securityAccountId('555000017401')},@{instrumentId(Static.Instr)},0,,4000,,,,155
