S_Buy_SI_2,SendSI,SendSese023,TRUE,,0,buy,@{V_AB_2.TradingMember},@{V_AB_2.TradingMember},SGXPTS,@{V_AB_2.TradingMember},CDP,@{gen('BIZgggggggggggg')},"@{format(time(0),'yyyy-MM-dd')+'T10:00:00Z'}",,,@{gen('ggggggg')},DELI,FREE,@{V_AB_2.InternalAllocID},XSES,EXCH,"@{format(time(-3),'yyyy-MM-dd')}","@{format(time(0),'yyyy-MM-dd')}",PARV,,SGD,@{V_AS_2.AllocPx},,SGINS@{(int)Static.ISIN+(int)V_AB_2.Instrument.substring(7)},@{V_AS_2.AllocQty},,IGTESTAC,,,555000018486,,TRAD,,,,,,,,,CDPLSGSG,NCBICNNK,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#id,#GlobalStep,#Action,#Execute,#TestCase,#timeout,#Comment,#SecurityAccountID,#InstrumentID,#BalanceType,#BalanceSubType,#Balance,#ValuationPrice,#Category,#Currency,#Reference,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sec_2,AddSecurityBalance,AddSecurityPosition,TRUE,,0,,@{S_Sell_SI_2.SafekeepingAccount},@{instrumentId('@{V_AS_2.Instrument}')},0,,1000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#id,#GlobalStep,#Action,#Execute,#Testcase,#timeout,#Comment,#Delivering_Balance_Type,#Delivering_External_Bank,#Delivering_Internal_Cash_Acc,#Delivering_Mirror_Account,#Cash_Instruction_Source,#Cash_Tx_Value,#Cash_Tx_Processed_Amount,#Currency_Code,#Request_Initiator_Type,#Remark,#Cash_Transaction_Type,#Cash_Transaction_Sub_Type,#Source_Purpose,#Source_Location,#Cash_Transaction_Status,#Cash_Transaction_Sub_Status,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash_23,AddCashBalance,SendCashBalanceTransactionDB,TRUE,,0,,1,UOB,@{V_AB_2.TradingMember}-CASH,,1,1000000000,,SGD,1,1,62,4,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#id,#GlobalStep,#Action,#Execute,#TestCase,#timeout,#Comment,#ScriptDirectory,#ScriptName,#Parameters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Snet,Netting,ExecuteScript,TRUE,,0,,./,Netting.sh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#id,#GlobalStep,#Action,#Execute,#TestCase,#timeout,#Comment,#ScheduleId,#Enabled,#Time,#DependencyProfile,#State,#StartTime,#CompletedTime,#ModifiedBy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vnet,VerificationNetting,VerifyTimeScheduleInfo,TRUE,,30000,,SGXNetting,TRUE,,,Completed,,,System,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#id,#GlobalStep,#Action,#Execute,#TestCase,#timeout,#Comment,#ScriptDirectory,#ScriptName,#Parameters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sproc,Processing,ExecuteScript,TRUE,,0,,./,Processing.sh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#id,#GlobalStep,#Action,#Execute,#TestCase,#timeout,#Comment,#ScheduleId,#Enabled,#Time,#DependencyProfile,#State,#StartTime,#CompletedTime,#ModifiedBy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vproc,VerificationProcessing,VerifyTimeScheduleInfo,TRUE,,30000,,SGXProcessing,TRUE,,,Completed,,,System,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#id,#GlobalStep,#Action,#Execute,#TestCase,#timeout,#Comment,#CountOfEntries,#Query,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,VerifyCount,CountDB,TRUE,,10000,SI,2,SELECT COUNT(*) AS ActualCount FROM ATSD_MOB_SETTLEMENT_INS WHERE LATEST=1 and SI_STATUS=7 and SI_SUB_STATUS=13 and REASON_CODE=0 and CREATED_USER='OPEN_API',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,VerifyCount,CountDB,TRUE,,10000,AutoSI,2,SELECT COUNT(*) AS ActualCount FROM ATSD_MOB_SETTLEMENT_INS WHERE LATEST=1 and SI_STATUS=7 and SI_SUB_STATUS=13 and REASON_CODE=0 and CREATED_USER='CCP-AUTO-GEN',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,VerifyCount,CountDB,TRUE,,10000,OptimazedTable,4,SELECT COUNT(*) AS ActualCount FROM ATSD_TAD_OPTIMIZED_SI WHERE LATEST=1 and SETTLEMENT_STATUS=1 and OPTIMIZATION_ALGORITHM=0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
